Block Height,Timestamp,Address,Algorithm,Difficulty
3414056,2025-07-29 15:45:20,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.80485268630849
3414057,2025-07-29 15:46:12,Unknown,Stake,92368843.6622827
3414058,2025-07-29 15:45:57,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,23.25982101388494
3414059,2025-07-29 15:46:53,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,24.46052437820665
3414060,2025-07-29 15:48:04,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.70240575531941
3414061,2025-07-29 15:48:08,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02782586321317707
3414062,2025-07-29 15:48:41,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02864825356469343
3414063,2025-07-29 15:50:41,Unknown,Stake,92397588.5963131
3414064,2025-07-29 15:50:51,Unknown,Stake,92422011.58280396
3414065,2025-07-29 15:50:48,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,24.8518469690214
3414066,2025-07-29 15:51:11,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,24.73281362408746
3414067,2025-07-29 15:51:34,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.79865548603382
3414068,2025-07-29 15:54:43,Unknown,Stake,101267570.9417642
3414069,2025-07-29 15:56:02,Unknown,Stake,92558410.52051854
3414070,2025-07-29 15:56:33,Unknown,Stake,99681263.58129933
3414071,2025-07-29 15:56:55,Unknown,Stake,99946269.02136907
3414072,2025-07-29 15:57:57,Unknown,Stake,100096508.6838267
3414073,2025-07-29 15:57:43,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02870527325527917
3414074,2025-07-29 15:57:49,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02868675213525562
3414075,2025-07-29 15:58:03,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,19.68461365172336
3414076,2025-07-29 15:58:23,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,12.76976837471067
3414077,2025-07-29 15:59:19,Unknown,Stake,101468575.0790149
3414078,2025-07-29 16:00:47,Unknown,Stake,100726480.59851
3414079,2025-07-29 16:00:33,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02972637312392952
3414079,2025-07-29 16:00:33,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02972637312392952
3414080,2025-07-29 16:01:00,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.04223487128338
3414080,2025-07-29 16:01:00,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.04223487128338
3414081,2025-07-29 16:03:00,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,19.78606421847396
3414081,2025-07-29 16:03:00,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,19.78606421847396
3414082,2025-07-29 16:03:08,Unknown,Stake,92989844.63077535
3414082,2025-07-29 16:03:08,Unknown,Stake,92989844.63077535
3414083,2025-07-29 16:03:35,Unknown,Stake,92999061.89801946
3414083,2025-07-29 16:03:35,Unknown,Stake,92999061.89801946
3414084,2025-07-29 16:03:24,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,14.95605972810341
3414085,2025-07-29 16:04:35,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02982496859811043
3414086,2025-07-29 16:06:36,Unknown,Stake,103166792.3526788
3414087,2025-07-29 16:06:33,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,19.8672042915253
3414088,2025-07-29 16:07:10,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,19.9496767994825
3414089,2025-07-29 16:07:14,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,24.54092260163363
3414090,2025-07-29 16:07:37,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.56971051402177
3414091,2025-07-29 16:07:52,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02963603771127576
3414092,2025-07-29 16:10:32,Unknown,Stake,93128573.08305882
3414093,2025-07-29 16:13:33,Unknown,Stake,93168091.99788421
3414094,2025-07-29 16:13:22,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,20.08980981872786
3414095,2025-07-29 16:14:29,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.03029993397679756
3414096,2025-07-29 16:15:59,Unknown,Stake,93181447.22827
3414097,2025-07-29 16:16:02,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,23.84418596718627
3414098,2025-07-29 16:19:37,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,23.50339726257688
3414099,2025-07-29 16:23:46,Unknown,Stake,93196781.16221042
3414100,2025-07-29 16:24:29,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,20.16895461884227
3414101,2025-07-29 16:24:35,Unknown,Stake,93208169.17881176
3414102,2025-07-29 16:24:21,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.81806571651236
3414103,2025-07-29 16:25:49,Unknown,Stake,100384096.270123
3414104,2025-07-29 16:26:25,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,23.25524273419209
3414105,2025-07-29 16:26:39,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02586776513719172
3414106,2025-07-29 16:32:35,Unknown,Stake,100132794.4489561
3414107,2025-07-29 16:32:51,Unknown,Stake,93412514.38034171
3414108,2025-07-29 16:35:51,Unknown,Stake,98511699.52424568
3414109,2025-07-29 16:35:40,Unknown,Stake,93499522.40297875
3414110,2025-07-29 16:35:40,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.03325209947165009
3414111,2025-07-29 16:41:23,Unknown,Stake,97814625.53716248
3414112,2025-07-29 16:41:18,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,20.17759015713229
3414113,2025-07-29 16:41:45,Unknown,Stake,93542092.42501314
3414114,2025-07-29 16:43:19,Unknown,Stake,97695798.6928433
3414115,2025-07-29 16:43:18,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,22.09009070691882
3414116,2025-07-29 16:43:40,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.0332140125780936
3414117,2025-07-29 16:44:04,Unknown,Stake,97837847.46250665
3414118,2025-07-29 16:44:14,Unknown,Stake,98001051.39910986
3414119,2025-07-29 16:44:57,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,12.47607142246293
3414120,2025-07-29 16:45:45,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.01125952671153
3414121,2025-07-29 16:46:00,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.54831361006391
3414122,2025-07-29 16:47:58,Unknown,Stake,98747748.73547967
3414123,2025-07-29 16:50:05,Unknown,Stake,93738664.59721646
3414124,2025-07-29 16:50:58,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,14.84999495468957
3414125,2025-07-29 16:51:49,Unknown,Stake,93749841.95539574
3414126,2025-07-29 16:51:35,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,20.57502783896081
3414127,2025-07-29 16:52:58,Unknown,Stake,98872727.09316221
3414128,2025-07-29 16:54:12,Unknown,Stake,98529665.85455297
3414129,2025-07-29 16:54:22,Unknown,Stake,99310428.66117363
3414130,2025-07-29 16:54:08,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.53852932957892
3414131,2025-07-29 16:54:37,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,22.53762100381785
3414132,2025-07-29 16:55:52,Unknown,Stake,100249057.326836
3414133,2025-07-29 16:55:38,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.91990786658688
3414134,2025-07-29 16:57:04,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02617052552300119
3414135,2025-07-29 16:57:57,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.82880869992366
3414136,2025-07-29 16:57:58,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.57030619383307
3414137,2025-07-29 16:59:56,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,23.42205450593266
3414138,2025-07-29 17:03:08,Unknown,Stake,93994505.2546765
3414139,2025-07-29 17:02:53,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,20.9704922458867
3414140,2025-07-29 17:03:36,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.05621446590609
3414141,2025-07-29 17:08:18,Unknown,Stake,94009762.5842118
3414142,2025-07-29 17:08:04,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,21.14258709665224
3414143,2025-07-29 17:08:58,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,21.23149816753397
3414144,2025-07-29 17:10:38,Unknown,Stake,94054401.43370546
3414145,2025-07-29 17:11:18,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,23.67740952122885
3414146,2025-07-29 17:11:55,Unknown,Stake,94099554.57468756
3414147,2025-07-29 17:11:54,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,23.60239499392248
3414148,2025-07-29 17:12:45,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,12.48554190596043
3414149,2025-07-29 17:14:20,Unknown,Stake,94145254.91717197
3414150,2025-07-29 17:14:17,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.02563963029899
3414151,2025-07-29 17:16:04,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,23.88587374355762
3414152,2025-07-29 17:16:08,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,23.8272876139564
3414153,2025-07-29 17:16:16,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,23.98778374483125
3414154,2025-07-29 17:17:13,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.25681605577476
3414155,2025-07-29 17:18:49,Unknown,Stake,94191661.59463182
3414156,2025-07-29 17:18:35,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.55827352451661
3414157,2025-07-29 17:20:09,Unknown,Stake,94238808.18290997
3414158,2025-07-29 17:20:58,Unknown,Stake,100297961.1356979
3414159,2025-07-29 17:21:45,Unknown,Stake,100169498.6602438
3414160,2025-07-29 17:25:39,Unknown,Stake,100657572.2381316
3414161,2025-07-29 17:25:26,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.70631136734432
3414162,2025-07-29 17:25:54,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02626775433246596
3414163,2025-07-29 17:29:22,Unknown,Stake,94468592.12817115
3414164,2025-07-29 17:30:50,Unknown,Stake,94517888.99366748
3414165,2025-07-29 17:30:35,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.7908067176683
3414166,2025-07-29 17:30:42,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.03389631508495931
3414167,2025-07-29 17:36:55,Unknown,Stake,100908696.5265724
3414168,2025-07-29 17:36:41,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.8756772192254
3414169,2025-07-29 17:37:43,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.03390906564962753
3414170,2025-07-29 17:42:28,Unknown,Stake,94638460.82109685
3414171,2025-07-29 17:42:54,Unknown,Stake,94659880.62645473
3414172,2025-07-29 17:42:40,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,21.96072271461726
3414173,2025-07-29 17:43:47,Unknown,Stake,98722707.86656772
3414174,2025-07-29 17:43:33,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,24.27229245454993
3414175,2025-07-29 17:43:35,Unknown,Stake,98624468.19348808
3414176,2025-07-29 17:48:26,Unknown,Stake,99421908.84634908
3414177,2025-07-29 17:50:30,Unknown,Stake,94887150.65278709
3414178,2025-07-29 17:50:30,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.06594678486407
3414179,2025-07-29 17:52:06,Unknown,Stake,98882695.95422606
3414180,2025-07-29 17:51:52,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02667194665529271
3414181,2025-07-29 17:57:30,Unknown,Stake,98696503.02497193
3414182,2025-07-29 17:57:20,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.04932952898146
3414183,2025-07-29 17:58:45,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.12989356467967
3414184,2025-07-29 18:00:44,Unknown,Stake,95021560.74514116
3414185,2025-07-29 18:00:30,VLWWMuiT12oiDVkaAWhfm2B2nAfg6ye653,SHA256D,12.51845650353908
3414186,2025-07-29 18:00:45,Unknown,Stake,95016139.82409887
3414187,2025-07-29 18:03:04,Unknown,Stake,96529772.76045948
3414188,2025-07-29 18:03:10,Unknown,Stake,95007384.25810406
3414189,2025-07-29 18:03:03,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02667653917749067
3414190,2025-07-29 18:03:36,Unknown,Stake,96339037.0649095
3414191,2025-07-29 18:04:02,Unknown,Stake,95731651.95738393
3414192,2025-07-29 18:03:47,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.10542959238529
3414193,2025-07-29 18:11:41,Unknown,Stake,96654141.55258173
3414194,2025-07-29 18:11:27,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.18291394563805
3414195,2025-07-29 18:13:01,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.26088433388354
3414196,2025-07-29 18:14:52,Unknown,Stake,94387241.18547969
3414197,2025-07-29 18:14:38,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,24.12070011588085
3414198,2025-07-29 18:18:53,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,24.6066115484294
3414199,2025-07-29 18:19:02,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.49199633198732
3414200,2025-07-29 18:22:15,Unknown,Stake,93446348.81971774
3414201,2025-07-29 18:22:01,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.57185487353838
3414202,2025-07-29 18:22:41,Unknown,Stake,93422869.89215256
3414203,2025-07-29 18:23:40,Unknown,Stake,95112461.24764052
3414204,2025-07-29 18:23:26,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,24.48669334711142
3414205,2025-07-29 18:25:03,Unknown,Stake,95161499.54421178
3414206,2025-07-29 18:25:01,VPi4AbN1R1G3MGaEn8e6jZTGJNfUMf5bUT,SHA256D,12.41004967138477
3414207,2025-07-29 18:25:58,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,24.38890932165322
3414208,2025-07-29 18:27:46,Unknown,Stake,92950783.70571788
3414209,2025-07-29 18:28:06,Unknown,Stake,92369116.47313403
3414210,2025-07-29 18:31:30,Unknown,Stake,95266208.53232789
3414211,2025-07-29 18:31:32,Unknown,Stake,91091808.34078811
3414212,2025-07-29 18:31:44,Unknown,Stake,95179326.63616778
3414213,2025-07-29 18:32:07,Unknown,Stake,95141170.65350033
3414214,2025-07-29 18:32:58,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02668167642436629
3414215,2025-07-29 18:33:59,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.61951212277691
3414216,2025-07-29 18:36:15,Unknown,Stake,92770430.65235448
3414217,2025-07-29 18:36:51,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,23.15034166050316
3414218,2025-07-29 18:37:24,Unknown,Stake,92637583.35975398
3414219,2025-07-29 18:37:19,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.88526647478481
3414220,2025-07-29 18:37:38,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.0314739369291792
3414221,2025-07-29 18:42:09,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.03169092750183516
3414222,2025-07-29 18:43:35,Unknown,Stake,92033809.7606414
3414223,2025-07-29 18:43:22,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.50569451636184
3414224,2025-07-29 18:45:54,Unknown,Stake,92300752.00758158
3414225,2025-07-29 18:45:39,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.55719648484979
3414226,2025-07-29 18:50:39,Unknown,Stake,95185538.72624087
3414227,2025-07-29 18:50:32,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.03150593918322529
3414228,2025-07-29 18:56:05,Unknown,Stake,90694801.54888701
3414229,2025-07-29 18:56:11,Unknown,Stake,88894143.2849223
3414230,2025-07-29 18:57:02,Unknown,Stake,95150369.04385723
3414231,2025-07-29 18:57:54,Unknown,Stake,95118311.03087223
3414232,2025-07-29 18:57:40,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,12.32390263968825
3414233,2025-07-29 18:58:18,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,12.74095630685296
3414234,2025-07-29 19:00:02,Unknown,Stake,95159504.86998978
3414235,2025-07-29 19:00:24,Unknown,Stake,89261608.06976005
3414236,2025-07-29 19:01:38,Unknown,Stake,95115836.03476702
3414237,2025-07-29 19:01:24,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,20.65148913384664
3414238,2025-07-29 19:02:57,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,19.05264616300119
3414239,2025-07-29 19:03:53,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,22.35345375474164
3414240,2025-07-29 19:07:16,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,14.57606208199174
3414241,2025-07-29 19:07:58,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,21.01143690166669
3414242,2025-07-29 19:10:52,Unknown,Stake,89365900.11736569
3414243,2025-07-29 19:11:17,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,20.78316432080749
3414244,2025-07-29 19:16:28,Unknown,Stake,88824965.26893258
3414245,2025-07-29 19:16:22,Unknown,Stake,87402207.77788647
3414246,2025-07-29 19:17:19,Unknown,Stake,95096586.89096709
3414247,2025-07-29 19:18:33,Unknown,Stake,95135510.98950224
3414248,2025-07-29 19:18:28,Unknown,Stake,95174402.6020518
3414249,2025-07-29 19:18:14,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,20.35631214623285
3414250,2025-07-29 19:18:34,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,19.72891927551877
3414251,2025-07-29 19:24:16,Unknown,Stake,95157317.25892687
3414252,2025-07-29 19:24:15,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,19.82468869126256
3414253,2025-07-29 19:29:32,Unknown,Stake,87412467.94465515
3414254,2025-07-29 19:30:28,Unknown,Stake,85759874.07474348
3414255,2025-07-29 19:30:31,Unknown,Stake,94986448.0018574
3414256,2025-07-29 19:30:19,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,19.17393152820382
3414257,2025-07-29 19:31:24,Unknown,Stake,94969013.50939465
3414258,2025-07-29 19:31:38,Unknown,Stake,94940407.89276789
3414259,2025-07-29 19:31:54,Unknown,Stake,94973435.62403204
3414260,2025-07-29 19:31:40,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,22.20446366768268
3414261,2025-07-29 19:32:43,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02699599848738374
3414262,2025-07-29 19:34:03,Unknown,Stake,95006229.79839367
3414263,2025-07-29 19:33:49,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02943156459517733
3414264,2025-07-29 19:35:40,Unknown,Stake,94977986.34582472
3414265,2025-07-29 19:37:46,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,13.49104146713918
3414266,2025-07-29 19:38:22,Unknown,Stake,86849917.50507732
3414267,2025-07-29 19:40:08,Unknown,Stake,86732298.91136083
3414268,2025-07-29 19:40:31,Unknown,Stake,94862910.24675351
3414269,2025-07-29 19:40:35,Unknown,Stake,94830151.02419145
3414270,2025-07-29 19:41:19,Unknown,Stake,94857986.92857613
3414271,2025-07-29 19:43:55,Unknown,Stake,94828777.22934344
3414272,2025-07-29 19:44:45,Unknown,Stake,87410703.45876859
3414273,2025-07-29 19:47:18,Unknown,Stake,94755735.92591383
3414274,2025-07-29 19:48:04,Unknown,Stake,85605334.34368084
3414275,2025-07-29 19:48:31,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,18.29105712684606
3414276,2025-07-29 19:51:01,Unknown,Stake,94665579.35428323
3414277,2025-07-29 19:50:47,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02706090903347525
3414278,2025-07-29 19:55:21,VGFf24bPSfe4ETQftBSbzBKsV5wWKt35Hf,SHA256D,14.53552404947479
3414279,2025-07-29 19:57:16,Unknown,Stake,85955875.99179746
3414280,2025-07-29 19:59:19,Unknown,Stake,85328613.57128803
3414281,2025-07-29 20:00:19,Unknown,Stake,84899184.68487208
3414282,2025-07-29 20:00:05,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,17.48082543618812
3414283,2025-07-29 20:00:05,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,16.88551698872048
3414284,2025-07-29 20:00:21,Unknown,Stake,94459493.37703197
3414285,2025-07-29 20:00:16,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.94225447164254
3414286,2025-07-29 20:03:07,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.92823019664482
3414287,2025-07-29 20:05:23,Unknown,Stake,85642607.58649208
3414288,2025-07-29 20:05:09,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.90738470096486
3414289,2025-07-29 20:05:57,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.93872520494456
3414290,2025-07-29 20:08:54,VHU81LE2bTUe5AWSHSrDHcocqRWCK4dCRo,RandomX,0.02713155668936634
3414291,2025-07-29 20:10:54,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,18.83847293135063
3414292,2025-07-29 20:12:18,Unknown,Stake,84859255.15761648
3414293,2025-07-29 20:13:00,Unknown,Stake,84084978.51154384
3414294,2025-07-29 20:12:46,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.02854943515377096
3414295,2025-07-29 20:13:53,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.8750211879324
3414296,2025-07-29 20:14:08,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,18.57868357581543
3414297,2025-07-29 20:22:08,Unknown,Stake,94179905.95194016
3414298,2025-07-29 20:22:07,Unknown,Stake,82690157.74264964
3414299,2025-07-29 20:22:01,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,18.29929680009686
3414300,2025-07-29 20:22:46,Unknown,Stake,94102323.02937402
3414301,2025-07-29 20:23:50,Unknown,Stake,94117017.4415026
3414302,2025-07-29 20:23:36,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.74133234499042
3414303,2025-07-29 20:24:40,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.72854856006092
3414304,2025-07-29 20:26:23,Unknown,Stake,94131622.0027276
3414305,2025-07-29 20:26:52,Unknown,Stake,81785854.99044764
3414306,2025-07-29 20:26:46,Unknown,Stake,93972726.62251213
3414307,2025-07-29 20:26:41,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.70973815485549
3414308,2025-07-29 20:28:07,Unknown,Stake,93984681.65370166
3414309,2025-07-29 20:29:36,Unknown,Stake,93939952.18187334
3414310,2025-07-29 20:29:41,Unknown,Stake,93892916.14851503
3414311,2025-07-29 20:30:12,bv1qg7jqg468qsplnnngwpc8ur29mmkdh3kfsgaqvy,ProgPoW,17.86463014153736
3414312,2025-07-29 20:29:59,bv1qzggn4kvtxdxhzr3yueamu2lqrtvxytaeye8mcm,ProgPoW,17.61525223879186
3414313,2025-07-29 20:30:25,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,21.49197747929517
3414314,2025-07-29 20:34:15,Unknown,Stake,93844456.61345926
3414315,2025-07-29 20:34:09,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,17.79812756928789
3414316,2025-07-29 20:34:17,bv1qjx2g5rnhx8wa92sy3fem2a030wt64x0ttrxu3n,ProgPoW,17.81428586597577
3414317,2025-07-29 20:34:54,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.36667036002613
3414318,2025-07-29 20:35:36,bv1qmce5q6xy8rk8evnzxz9guvuspzsr074ushd26z,RandomX,0.0271920095697949
3414319,2025-07-29 20:37:32,Unknown,Stake,81903967.05091146
3414320,2025-07-29 20:37:26,bv1qf85ldqmp5z3z8x659834z4nlhyx6r0c7qalgt3,ProgPoW,21.36892919463515
3414321,2025-07-29 20:39:14,Unknown,Stake,81229589.62327766
3414322,2025-07-29 20:39:37,Unknown,Stake,93505237.58397163
